Competency,FLO,rubric_value,description,definition,characteristics
DIVG,4,3 – Proficient,"Diversity (Global) – DIVG4 Synthesize values – Students will synthesize a spectrum of beliefs, values, and attitudes from across the globe and situate their own views within the context of these cultural systems. ",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ,"Demonstrate an advanced ability to synthesize a spectrum of beliefs, values, and attitudes from across the globe and situate their own views within the context of these cultural systems.   "
DIVG,4,2 – Progressing,"Diversity (Global) – DIVG4 Synthesize values – Students will synthesize a spectrum of beliefs, values, and attitudes from across the globe and situate their own views within the context of these cultural systems. ","Developing performances approach the expectations   for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. "," Demonstrate a basic ability to synthesize a spectrum  of beliefs, values, and attitudes from across the globe and situate their own views within the context of these cultural systems.  "
DIVG,4,1 – Beginning,"Diversity (Global) – DIVG4 Synthesize values – Students will synthesize a spectrum of beliefs, values, and attitudes from across the globe and situate their own views within the context of these cultural systems. ",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,"Demonstrate a partial ability to synthesize a spectrum of beliefs, values, and attitudes from across the globe and situate their own views within the context of these cultural systems.  "
DIVG,4,0 – Unsatisfactory,"Diversity (Global) – DIVG4 Synthesize values – Students will synthesize a spectrum of beliefs, values, and attitudes from across the globe and situate their own views within the context of these cultural systems. ",  Unsatisfactory performances neither meet the   expectations for Ferris graduates nor those for   incoming freshmen. This work exhibits profound   deficiencies and/or is incomplete.,"Demonstrates little ability to synthesize a spectrum  of beliefs, values, and attitudes from across the globe  and situate their own views within the context of  these cultural systems. "
DIVU,1,4 – Advanced,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU1 Identify issues – Students will articulate knowledge of the concepts of race, ethnicity, and/or gender and their impact and relevance in social issues. ",Advanced performances exceed the expectations for   Ferris graduates. This work shows an effective and   well-developed response to the learning outcome.   These students represent the strongest fraction of our   graduates. ," Demonstrate a sophisticated and multi-layered ability  to articulate knowledge of the concepts of race,  ethnicity, and/or gender and their impact and  relevance in social issues.  "
DIVU,1,3 – Proficient,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU1 Identify issues – Students will articulate knowledge of the concepts of race, ethnicity, and/or gender and their impact and relevance in social issues. ",  Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ,"Demonstrate an advanced ability to articulate knowledge of the concepts of race, ethnicity, and/or gender and their impact and relevance in social issues.    "
DIVU,1,2 – Progressing,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU1 Identify issues – Students will articulate knowledge of the concepts of race, ethnicity, and/or gender and their impact and relevance in social issues. ","Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ","Demonstrate a basic ability to articulate knowledge of the concepts of race, ethnicity, and/or gender and their impact and relevance in social issues.    "
DIVU,1,1 – Beginning,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU1 Identify issues – Students will articulate knowledge of the concepts of race, ethnicity, and/or gender and their impact and relevance in social issues. ",  Beginning performances do not meet the expectations   for Ferris graduates. This work exhibits a novice level   of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,"Demonstrate a partial ability to articulate knowledge  of the concepts of race, ethnicity, and/or gender and  their impact and relevance in social issues.    "
DIVU,1,0 – Unsatisfactory,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU1 Identify issues – Students will articulate knowledge of the concepts of race, ethnicity, and/or gender and their impact and relevance in social issues. ",  Unsatisfactory performances neither meet the   expectations for Ferris graduates nor those for   incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,"Demonstrates little ability to articulate knowledge  of the concepts of race, ethnicity, and/or gender  and their impact and relevance in social issues.  "
DIVU,2,4 – Advanced,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU2 Analyze constructs – Students will explain ways in which race, ethnicity, and/or gender are culturally and socially constructed. ",Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ,"Demonstrate a sophisticated and multi-layered ability to explain ways in which race, ethnicity, and/ or gender are culturally and socially constructed.   "
DIVU,2,3 – Proficient,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU2 Analyze constructs – Students will explain ways in which race, ethnicity, and/or gender are culturally and socially constructed. ",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ,"Demonstrate an advanced ability to explain ways in which race, ethnicity, and/or gender are culturally and socially constructed.    "
DIVU,2,2 – Progressing,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU2 Analyze constructs – Students will explain ways in which race, ethnicity, and/or gender are culturally and socially constructed. ","Developing performances approach the expectations   for Ferris graduates. Although this work is more   accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. "," Demonstrate a basic ability to explain ways in  which race, ethnicity, and/or gender are culturally  and socially constructed.   "
DIVU,2,1 – Beginning,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU2 Analyze constructs – Students will explain ways in which race, ethnicity, and/or gender are culturally and socially constructed. ",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,"Demonstrate a partial ability to explain ways in which race, ethnicity, and/or gender are culturally and socially constructed.   "
DIVU,2,0 – Unsatisfactory,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU2 Analyze constructs – Students will explain ways in which race, ethnicity, and/or gender are culturally and socially constructed. ",Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,"Demonstrates little ability to explain ways in which race, ethnicity, and/or gender are culturally and socially constructed. "
DIVU,3,4 – Advanced,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU3 Apply theories – Students will apply a theory and/or method to analyze how the concepts of race, ethnicity, and/or gender can be expressed through identity, stereotypes, prejudice, discrimination, and privilege. ",  Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ,"Demonstrate a sophisticated and multi-layered ability to apply a theory and/or method to analyze how the concepts of race, ethnicity, and/or gender can be expressed through identity, stereotypes, prejudice, discrimination, and privilege.  "
DIVU,3,3 – Proficient,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU3 Apply theories – Students will apply a theory and/or method to analyze how the concepts of race, ethnicity, and/or gender can be expressed through identity, stereotypes, prejudice, discrimination, and privilege. ",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope   and accuracy. All students are expected to attain this   level of ability by graduation.  ,"theory and/or method to analyze how the concepts of race, ethnicity, and/or gender can  be expressed through identity, stereotypes,  prejudice, discrimination, and privilege.   "
DIVU,3,2 – Progressing,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU3 Apply theories – Students will apply a theory and/or method to analyze how the concepts of race, ethnicity, and/or gender can be expressed through identity, stereotypes, prejudice, discrimination, and privilege. ","Developing performances approach the expectations   for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. "," Demonstrate a basic ability to apply a theory and/or  method to analyze how the concepts of race, ethnicity, and/or gender can be expressed through identity, stereotypes, prejudice, discrimination, and privilege.  "
DIVU,3,1 – Beginning,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU3 Apply theories – Students will apply a theory and/or method to analyze how the concepts of race, ethnicity, and/or gender can be expressed through identity, stereotypes, prejudice, discrimination, and privilege. ",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman.  ,"Demonstrate a partial ability to apply a theory and/or method to analyze how the concepts of race, ethnicity, and/or gender can be expressed through identity, stereotypes, prejudice, discrimination, and privilege.  "
DIVU,3,0 – Unsatisfactory,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU3 Apply theories – Students will apply a theory and/or method to analyze how the concepts of race, ethnicity, and/or gender can be expressed through identity, stereotypes, prejudice, discrimination, and privilege. ",Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,"method to analyze how the concepts of race, ethnicity, and/or gender can be expressed through identity, stereotypes, prejudice, discrimination, and privilege."
DIVU,4,4 – Advanced,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU4 Evaluate issues – Students will evaluate complex issues surrounding race, ethnicity, and/or gender in the context of their own beliefs, values, and attributes. ",  Advanced performances exceed the expectations for   Ferris graduates. This work shows an effective and   well-developed response to the learning outcome.   These students represent the strongest fraction of our graduates. ,"Demonstrate a sophisticated and multi-layered  ability to evaluate complex issues surrounding race,  ethnicity, and/or gender in the context of their own  beliefs, values, and attributes.   "
DIVU,4,3 – Proficient,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU4 Evaluate issues – Students will evaluate complex issues surrounding race, ethnicity, and/or gender in the context of their own beliefs, values, and attributes. ",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ,"Demonstrate an advanced ability to evaluate complex issues surrounding race, ethnicity, and/ or gender in the context of their own beliefs, values, and attributes.   "
DIVU,4,2 – Progressing,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU4 Evaluate issues – Students will evaluate complex issues surrounding race, ethnicity, and/or gender in the context of their own beliefs, values, and attributes. ","Developing performances approach the expectations   for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. "," Demonstrate a basic ability to evaluate complex issues  surrounding race, ethnicity, and/or gender in the context of their own beliefs, values, and attributes.   "
DIVU,4,1 – Beginning,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU4 Evaluate issues – Students will evaluate complex issues surrounding race, ethnicity, and/or gender in the context of their own beliefs, values, and attributes. ",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,"Demonstrate a partial ability to evaluate complex issues surrounding race, ethnicity, and/or gender in the context of their own beliefs, values, and attributes.  "
DIVU,4,0 – Unsatisfactory,"Diversity (Understanding Race, Ethnicity, and Gender) – DIVU4 Evaluate issues – Students will evaluate complex issues surrounding race, ethnicity, and/or gender in the context of their own beliefs, values, and attributes. ",  Unsatisfactory performances neither meet the   expectations for Ferris graduates nor those for   incoming freshmen. This work exhibits profound   deficiencies and/or is incomplete.,"Demonstrates little ability to evaluate complex  issues surrounding race, ethnicity, and/or gender  in the context of their own beliefs, values, and  attributes. "
NSCI,1,4 – Advanced,"Natural Sciences – SCI1 Utilize concepts – Students correctly apply, analyze, or evaluate information using discipline-specific facts and concepts. ",Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ," Students correctly analyze, apply, and/or evaluate all, or nearly all, of the discipline-specific concepts measured.  "
NSCI,1,3 – Proficient,"Natural Sciences – SCI1 Utilize concepts – Students correctly apply, analyze, or evaluate information using discipline-specific facts and concepts. ",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ," Students correctly analyze, apply, and/or evaluate most of the discipline-specific concepts measured.    "
NSCI,1,2 – Progressing,"Natural Sciences – SCI1 Utilize concepts – Students correctly apply, analyze, or evaluate information using discipline-specific facts and concepts. ","Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ","  Students correctly analyze, apply, and/or evaluate some of the discipline-specific concepts measured.   "
NSCI,1,1 – Beginning,"Natural Sciences – SCI1 Utilize concepts – Students correctly apply, analyze, or evaluate information using discipline-specific facts and concepts. ",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ," Students correctly analyze, apply, and/or evaluate very few of the discipline-specific concepts measured.   "
NSCI,1,0 – Unsatisfactory,"Natural Sciences – SCI1 Utilize concepts – Students correctly apply, analyze, or evaluate information using discipline-specific facts and concepts. ",Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.," Students do not analyze, apply, and/or evaluate the discipline-specific concepts measured. "
NSCI,2,4 – Advanced,"Natural Sciences – SCI2 Design experiments – Given a problem, students formulate a potential solution or hypothesis and design a valid experiment to test it. ",Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ,Students use scientific literature to evaluate a contemporary issue. A compelling argument is made for a specific viewpoint while still considering the issue from multiple perspectives.  
NSCI,2,3 – Proficient,"Natural Sciences – SCI2 Design experiments – Given a problem, students formulate a potential solution or hypothesis and design a valid experiment to test it. ",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ,Students use credible sources to evaluate a contemporary issue. A strong argument is made for a specific viewpoint while still considering the issue from multiple perspectives.   
NSCI,2,2 – Progressing,"Natural Sciences – SCI2 Design experiments – Given a problem, students formulate a potential solution or hypothesis and design a valid experiment to test it. ","Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ", Students use several sources to evaluate a contemporary issue. An argument is made for a specific viewpoint but the students do not consider the issue from multiple perspectives.  
NSCI,2,1 – Beginning,"Natural Sciences – SCI2 Design experiments – Given a problem, students formulate a potential solution or hypothesis and design a valid experiment to test it. ",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,Students use little evidence to evaluate a contemporary issue. A flawed argument is made for a specific viewpoint and the students do not consider the issue from multiple perspectives.  
NSCI,2,0 – Unsatisfactory,"Natural Sciences – SCI2 Design experiments – Given a problem, students formulate a potential solution or hypothesis and design a valid experiment to test it. ",Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,Students fail to evaluate a contemporary issue. No argument is made for a specific viewpoint and the students do not consider the issue from multiple perspectives.
NSCI,3,4 – Advanced,Natural Sciences – SCI3 Analyze issues – Students use scientific concepts and principles to critically analyze historical or contemporary issues or policies. ,Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ,Students use scientific literature to evaluate a contemporary issue. A compelling argument is made for a specific viewpoint while still considering the issue from multiple perspectives.  
NSCI,3,3 – Proficient,Natural Sciences – SCI3 Analyze issues – Students use scientific concepts and principles to critically analyze historical or contemporary issues or policies. ,Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ,Students use credible sources to evaluate a contemporary issue. A strong argument is made for a specific viewpoint while still considering the issue from multiple perspectives.   
NSCI,3,2 – Progressing,Natural Sciences – SCI3 Analyze issues – Students use scientific concepts and principles to critically analyze historical or contemporary issues or policies. ,"Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ", Students use several sources to evaluate a contemporary issue. An argument is made for a specific viewpoint but the students do not consider the issue from multiple perspectives.  
NSCI,3,1 – Beginning,Natural Sciences – SCI3 Analyze issues – Students use scientific concepts and principles to critically analyze historical or contemporary issues or policies. ,Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,Students use little evidence to evaluate a contemporary issue. A flawed argument is made for a specific viewpoint and the students do not consider the issue from multiple perspectives.  
NSCI,3,0 – Unsatisfactory,Natural Sciences – SCI3 Analyze issues – Students use scientific concepts and principles to critically analyze historical or contemporary issues or policies. ,Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,Students fail to evaluate a contemporary issue. No argument is made for a specific viewpoint and the students do not consider the issue from multiple perspectives.
NSCI,4,4 – Advanced,"Natural Sciences – SCI4 Communicate data – Students clearly communicate scientific findings using a variety of formats (words, graphs, tables, statistical inferences, formulae, etc.) as appropriate. ",Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ,Students are able to interpret and use scientific information in graphical representations. They are also able to encode scientific information using appropriate graphical representations.  
NSCI,4,3 – Proficient,"Natural Sciences – SCI4 Communicate data – Students clearly communicate scientific findings using a variety of formats (words, graphs, tables, statistical inferences, formulae, etc.) as appropriate. ",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ,Students are able to recognize scientific information in graphical representations. They are also able to encode some scientific information using graphical representations.   
NSCI,4,2 – Progressing,"Natural Sciences – SCI4 Communicate data – Students clearly communicate scientific findings using a variety of formats (words, graphs, tables, statistical inferences, formulae, etc.) as appropriate. ","Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. "," Students are able to recognize scientific information in graphical representations. Or, they are able to encode some scientific information using graphical representations.  "
NSCI,4,1 – Beginning,"Natural Sciences – SCI4 Communicate data – Students clearly communicate scientific findings using a variety of formats (words, graphs, tables, statistical inferences, formulae, etc.) as appropriate. ",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,Students are unable to interpret and use scientific information in graphical representations. They are also unable to encode scientific information using appropriate graphical representations.  
NSCI,4,0 – Unsatisfactory,"Natural Sciences – SCI4 Communicate data – Students clearly communicate scientific findings using a variety of formats (words, graphs, tables, statistical inferences, formulae, etc.) as appropriate. ",Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,Students do not interpret and use scientific information in graphical representations. They are also unable to encode scientific information using appropriate graphical representations.
PROB,1,4 – Advanced,Problem Solving – PRB1 Framing questions – Students will formulate creative and informed questions in order to investigate problems and develop solutions. ,Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well‐developed response to the learning outcome. These students represent the strongest fraction of our graduates. , Formulates clear and insightful questions that are informed and innovative   
PROB,1,3 – Proficient,Problem Solving – PRB1 Framing questions – Students will formulate creative and informed questions in order to investigate problems and develop solutions. ,Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation. , Formulates clear and competent questions that are informed and creative   
PROB,1,2 – Progressing,Problem Solving – PRB1 Framing questions – Students will formulate creative and informed questions in order to investigate problems and develop solutions. ,"Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ",  Formulates vague questions that are somewhat informed and creative   
PROB,1,1 – Beginning,Problem Solving – PRB1 Framing questions – Students will formulate creative and informed questions in order to investigate problems and develop solutions. ,Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. , Formulates incomplete questions that are uninformed and uncreative   
PROB,1,0 – Unsatisfactory,Problem Solving – PRB1 Framing questions – Students will formulate creative and informed questions in order to investigate problems and develop solutions. ,Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete., No attempt made to formulate questions to investigate a problem. 
PROB,2,4 – Advanced,Problem Solving – PRB2 Gathering evidence – Students will gather and analyze credible evidence in order to determine its validity for application to a problem. ,Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well‐developed response to the learning outcome. These students represent the strongest fraction of our graduates. , Evidence is gathered and comprehensively evaluated to determine its application to a problem   
PROB,2,3 – Proficient,Problem Solving – PRB2 Gathering evidence – Students will gather and analyze credible evidence in order to determine its validity for application to a problem. ,Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation. , Evidence is gathered and competently evaluated to determine its application to a problem   
PROB,2,2 – Progressing,Problem Solving – PRB2 Gathering evidence – Students will gather and analyze credible evidence in order to determine its validity for application to a problem. ,"Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ","  Evidence is gathered, but not enough to competently evaluate its application to a problem   "
PROB,2,1 – Beginning,Problem Solving – PRB2 Gathering evidence – Students will gather and analyze credible evidence in order to determine its validity for application to a problem. ,Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ," Evidence is gathered, but lacks sufficient quality or evaluation of its application to a problem   "
PROB,2,0 – Unsatisfactory,Problem Solving – PRB2 Gathering evidence – Students will gather and analyze credible evidence in order to determine its validity for application to a problem. ,Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete., No evidence is gathered or there is no attempt to evaluate its application to a problem 
PROB,3,4 – Advanced,Problem Solving – PRB3 Using technology – Students will use technology in order to document processes and communicate findings.  ,Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well‐developed response to the learning outcome. These students represent the strongest fraction of our graduates. , Fully identifies and competently uses innovative technological tools/features in documenting processes and communicating findings.  
PROB,3,3 – Proficient,Problem Solving – PRB3 Using technology – Students will use technology in order to document processes and communicate findings.  ,Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation.  ,Identifies and competently uses an appropriate amount of appropriate technological tools/features in documenting processes and communicating findings.   
PROB,3,2 – Progressing,Problem Solving – PRB3 Using technology – Students will use technology in order to document processes and communicate findings.  ,"Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ", Identifies and uses some appropriate technological tools/features in basic ways to document processes and communicate findings.   
PROB,3,1 – Beginning,Problem Solving – PRB3 Using technology – Students will use technology in order to document processes and communicate findings.  ,Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. , Identifies and uses technological tools/features in improper and/or insufficient ways to document processes and communicate findings.  
PROB,3,0 – Unsatisfactory,Problem Solving – PRB3 Using technology – Students will use technology in order to document processes and communicate findings.  ,Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete.,No attempt to identify or use technological tools/features to document processes and communicate findings. 
PROB,4,4 – Advanced,"Problem Solving – PRB4 Critical thinking – Students will demonstrate critical thinking in order to identify, interpret, and resolve problems. ",Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well‐developed response to the learning outcome. These students represent the strongest fraction of our graduates. ,"Clearly identifies a problem through extensive examination and deliberation, carefully interprets evidence for different viewpoints, and thoroughly articulates a resolution based on evidence  "
PROB,4,3 – Proficient,"Problem Solving – PRB4 Critical thinking – Students will demonstrate critical thinking in order to identify, interpret, and resolve problems. ",Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation. ,"Clearly identifies a problem through examination and deliberation, interprets evidence for different viewpoints, and articulates a resolution based on evidence  "
PROB,4,2 – Progressing,"Problem Solving – PRB4 Critical thinking – Students will demonstrate critical thinking in order to identify, interpret, and resolve problems. ","Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. "," Clearly identifies a problem, but has difficulty in examining the issue. Differentiates verifiable truth and speculation. Presents a resolution, but loosely based on evidence  "
PROB,4,1 – Beginning,"Problem Solving – PRB4 Critical thinking – Students will demonstrate critical thinking in order to identify, interpret, and resolve problems. ",Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning outcome. This is the expected skill level for our incoming freshman. ,"Identifies a problem, but has difficulty in stating it clearly, considers little evidence for different viewpoints, presents a relatively simple means of resolving the problem  "
PROB,4,0 – Unsatisfactory,"Problem Solving – PRB4 Critical thinking – Students will demonstrate critical thinking in order to identify, interpret, and resolve problems. ",Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete., No attempt to identify a problem  
QNT,1,4 – Advanced,Quantitative Literacy – QNT1 Express information – Students express information in multiple mathematical forms.  ,Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ," Students express information symbolically, graphically, numerically, and verbally, and transition easily from one form to another.  "
QNT,1,3 – Proficient,Quantitative Literacy – QNT1 Express information – Students express information in multiple mathematical forms.  ,Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation. , Students express information in three of the four forms listed in the Level 4 description and transition easily among those forms.  
QNT,1,2 – Progressing,Quantitative Literacy – QNT1 Express information – Students express information in multiple mathematical forms.  ,"Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ", Students express information in two of the four forms listed in the Level 4 description and transition easily between those forms.   
QNT,1,1 – Beginning,Quantitative Literacy – QNT1 Express information – Students express information in multiple mathematical forms.  ,Beginning performances do not meet the expectations for Ferris graduates. This work exhibits a novice level of ability with regard to addressing the learning listed in the Level 4 description. outcome. This is the expected skill level for our incoming freshman. , Students express information in one of the four forms    
QNT,1,0 – Unsatisfactory,Quantitative Literacy – QNT1 Express information – Students express information in multiple mathematical forms.  ,Unsatisfactory performances neither meet the expectations for Ferris graduates nor those for incoming freshmen. This work exhibits profound deficiencies and/or is incomplete., Students are unable to express information in any of the four forms listed in the Level 4 description. 
QNT,2,4 – Advanced,Quantitative Literacy – QNT2 Analyze information – Students analyze information presented in multiple mathematical forms.  ,Advanced performances exceed the expectations for Ferris graduates. This work shows an effective and well-developed response to the learning outcome. These students represent the strongest fraction of our graduates. ,"Students examine the structure of information presented symbolically, graphically, numerically, and verbally, and explain the concepts methodically and in detail.  "
QNT,2,3 – Proficient,Quantitative Literacy – QNT2 Analyze information – Students analyze information presented in multiple mathematical forms.  ,  Proficient performances meet the expectations for Ferris graduates. This work demonstrates a sufficient response to the learning outcome with regard to scope and accuracy. All students are expected to attain this level of ability by graduation. ,Students examine the structure of information in three of the four forms listed in the Level 4 description and explain the concepts methodically and in detail.   
QNT,2,2 – Progressing,Quantitative Literacy – QNT2 Analyze information – Students analyze information presented in multiple mathematical forms.  ,"Developing performances approach the expectations for Ferris graduates. Although this work is more accomplished than that of novices, the scope and accuracy of the response does not yet satisfactorily address the learning outcome. This should be true of most first and second year students. ",Students examine the structure of information in two of the four forms listed in the Level 4 description and explain the concepts methodically and in detail.    
